"","province","pt","type","category","constrained","Industry","conversion.factor"
"799","Nova Scotia","NS","Induced","GDP",TRUE,"Other wood product manufacturing [BS321900]",1.59896490741598
"800","Nova Scotia","NS","Induced","GDP",FALSE,"Other wood product manufacturing [BS321900]",2.21184119192547
"801","Nova Scotia","NS","Indirect","Jobs",TRUE,"Other wood product manufacturing [BS3219]",57.1031123630557
"802","Nova Scotia","NS","Indirect","Jobs",FALSE,"Other wood product manufacturing [BS3219]",75.2948360223324
"803","Nova Scotia","NS","Induced","Jobs",TRUE,"Other wood product manufacturing [BS3219]",32.5737539940204
"804","Nova Scotia","NS","Induced","Jobs",FALSE,"Other wood product manufacturing [BS3219]",45.0591320206366
"805","Nova Scotia","NS","Indirect","Output",TRUE,"Pulp, paper and paperboard mills [BS322100]",53.1296293792888
"806","Nova Scotia","NS","Indirect","Output",FALSE,"Pulp, paper and paperboard mills [BS322100]",71.4814061255783
"807","Nova Scotia","NS","Induced","Output",TRUE,"Pulp, paper and paperboard mills [BS322100]",19.8134759388448
"808","Nova Scotia","NS","Induced","Output",FALSE,"Pulp, paper and paperboard mills [BS322100]",28.5576174992588
"809","Nova Scotia","NS","Indirect","GDP",TRUE,"Pulp, paper and paperboard mills [BS322100]",9.53671464912818
"810","Nova Scotia","NS","Indirect","GDP",FALSE,"Pulp, paper and paperboard mills [BS322100]",12.8308399833074
"811","Nova Scotia","NS","Induced","GDP",TRUE,"Pulp, paper and paperboard mills [BS322100]",3.55649885842776
"812","Nova Scotia","NS","Induced","GDP",FALSE,"Pulp, paper and paperboard mills [BS322100]",5.12606341002537
"813","Nova Scotia","NS","Indirect","Jobs",TRUE,"Pulp, paper and paperboard mills [BS3221]",80.1250397021416
"814","Nova Scotia","NS","Indirect","Jobs",FALSE,"Pulp, paper and paperboard mills [BS3221]",107.801439059343
"815","Nova Scotia","NS","Induced","Jobs",TRUE,"Pulp, paper and paperboard mills [BS3221]",29.8807946673959
"816","Nova Scotia","NS","Induced","Jobs",FALSE,"Pulp, paper and paperboard mills [BS3221]",43.0678749816139
"817","Nova Scotia","NS","Indirect","Output",TRUE,"Converted paper product manufacturing [BS322200]",16.4623605563766
"818","Nova Scotia","NS","Indirect","Output",FALSE,"Converted paper product manufacturing [BS322200]",22.5656312535194
"819","Nova Scotia","NS","Induced","Output",TRUE,"Converted paper product manufacturing [BS322200]",10.6293995563789
"820","Nova Scotia","NS","Induced","Output",FALSE,"Converted paper product manufacturing [BS322200]",14.7176926411002
"821","Nova Scotia","NS","Indirect","GDP",TRUE,"Converted paper product manufacturing [BS322200]",5.51877271880933
"822","Nova Scotia","NS","Indirect","GDP",FALSE,"Converted paper product manufacturing [BS322200]",7.5648075935499
"823","Nova Scotia","NS","Induced","GDP",TRUE,"Converted paper product manufacturing [BS322200]",3.56335533340908
"824","Nova Scotia","NS","Induced","GDP",FALSE,"Converted paper product manufacturing [BS322200]",4.93389756307236
"825","Nova Scotia","NS","Indirect","Jobs",TRUE,"Converted paper product manufacturing [BS3222]",42.0336631808954
"826","Nova Scotia","NS","Indirect","Jobs",FALSE,"Converted paper product manufacturing [BS3222]",57.6172621372528
"827","Nova Scotia","NS","Induced","Jobs",TRUE,"Converted paper product manufacturing [BS3222]",27.1402511953201
"828","Nova Scotia","NS","Induced","Jobs",FALSE,"Converted paper product manufacturing [BS3222]",37.5789688943683
"829","Ontario","ON","Indirect","Output",TRUE,"Forestry and logging [BS113000]",32.5666843901157
"830","Ontario","ON","Indirect","Output",FALSE,"Forestry and logging [BS113000]",47.8834228142923
"831","Ontario","ON","Induced","Output",TRUE,"Forestry and logging [BS113000]",13.1904722412085
"832","Ontario","ON","Induced","Output",FALSE,"Forestry and logging [BS113000]",19.3078536508301
"833","Ontario","ON","Indirect","GDP",TRUE,"Forestry and logging [BS113000]",11.0803473455025
"834","Ontario","ON","Indirect","GDP",FALSE,"Forestry and logging [BS113000]",16.2916479466651
"835","Ontario","ON","Induced","GDP",TRUE,"Forestry and logging [BS113000]",4.48786902384692
"836","Ontario","ON","Induced","GDP",FALSE,"Forestry and logging [BS113000]",6.56922032297087
"837","Ontario","ON","Indirect","Jobs",TRUE,"Forestry and logging [BS113]",98.2204872039152
"838","Ontario","ON","Indirect","Jobs",FALSE,"Forestry and logging [BS113]",144.41547261834
"839","Ontario","ON","Induced","Jobs",TRUE,"Forestry and logging [BS113]",39.7822079294766
"840","Ontario","ON","Induced","Jobs",FALSE,"Forestry and logging [BS113]",58.2321113727503
"841","Ontario","ON","Indirect","Output",TRUE,"Support activities for forestry [BS115300]",7.34477371651489
"842","Ontario","ON","Indirect","Output",FALSE,"Support activities for forestry [BS115300]",11.8013854235108
"843","Ontario","ON","Induced","Output",TRUE,"Support activities for forestry [BS115300]",4.96691945008587
"844","Ontario","ON","Induced","Output",FALSE,"Support activities for forestry [BS115300]",7.02854318284585
"845","Ontario","ON","Indirect","GDP",TRUE,"Support activities for forestry [BS115300]",4.5431105653752
"846","Ontario","ON","Indirect","GDP",FALSE,"Support activities for forestry [BS115300]",7.29974821185607
"847","Ontario","ON","Induced","GDP",TRUE,"Support activities for forestry [BS115300]",3.07228855537294
"848","Ontario","ON","Induced","GDP",FALSE,"Support activities for forestry [BS115300]",4.34750613506094
"849","Ontario","ON","Indirect","Jobs",TRUE,"Support activities for forestry [BS1153]",45.833058444208
"850","Ontario","ON","Indirect","Jobs",FALSE,"Support activities for forestry [BS1153]",73.6433290820364
"851","Ontario","ON","Induced","Jobs",TRUE,"Support activities for forestry [BS1153]",30.9947070161719
"852","Ontario","ON","Induced","Jobs",FALSE,"Support activities for forestry [BS1153]",43.8597079924567
"853","Ontario","ON","Indirect","Output",TRUE,"Sawmills and wood preservation [BS321100]",31.8871238147246
"854","Ontario","ON","Indirect","Output",FALSE,"Sawmills and wood preservation [BS321100]",41.8888535507113
"855","Ontario","ON","Induced","Output",TRUE,"Sawmills and wood preservation [BS321100]",16.2904746895558
"856","Ontario","ON","Induced","Output",FALSE,"Sawmills and wood preservation [BS321100]",22.6155092788567
"857","Ontario","ON","Indirect","GDP",TRUE,"Sawmills and wood preservation [BS321100]",9.52405764144338
"858","Ontario","ON","Indirect","GDP",FALSE,"Sawmills and wood preservation [BS321100]",12.5113778862279
"859","Ontario","ON","Induced","GDP",TRUE,"Sawmills and wood preservation [BS321100]",4.86564485562536
"860","Ontario","ON","Induced","GDP",FALSE,"Sawmills and wood preservation [BS321100]",6.75480846795492
"861","Ontario","ON","Indirect","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",64.7186563839785
"862","Ontario","ON","Indirect","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",85.0183395347632
"863","Ontario","ON","Induced","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",33.0634283571983
"864","Ontario","ON","Induced","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",45.9008276341039
"865","Ontario","ON","Indirect","Output",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",29.9947243355221
"866","Ontario","ON","Indirect","Output",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",41.2901489255997
"867","Ontario","ON","Induced","Output",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",17.5612488546478
"868","Ontario","ON","Induced","Output",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",24.4931125746004
"869","Ontario","ON","Indirect","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",11.4850275467997
"870","Ontario","ON","Indirect","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",15.8100635470875
"871","Ontario","ON","Induced","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",6.72423005444916
"872","Ontario","ON","Induced","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",9.37845167301674
"873","Ontario","ON","Indirect","Jobs",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",72.2258964586774
"874","Ontario","ON","Indirect","Jobs",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",99.4247517564932
"875","Ontario","ON","Induced","Jobs",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",42.2866677243887
"876","Ontario","ON","Induced","Jobs",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",58.9782720779596
"877","Ontario","ON","Indirect","Output",TRUE,"Other wood product manufacturing [BS321900]",53.1628871907141
"878","Ontario","ON","Indirect","Output",FALSE,"Other wood product manufacturing [BS321900]",70.0993467404825
"879","Ontario","ON","Induced","Output",TRUE,"Other wood product manufacturing [BS321900]",30.326101981134
"880","Ontario","ON","Induced","Output",FALSE,"Other wood product manufacturing [BS321900]",41.9499647811563
"881","Ontario","ON","Indirect","GDP",TRUE,"Other wood product manufacturing [BS321900]",18.845330167067
"882","Ontario","ON","Indirect","GDP",FALSE,"Other wood product manufacturing [BS321900]",24.8490141079255
"883","Ontario","ON","Induced","GDP",TRUE,"Other wood product manufacturing [BS321900]",10.750082147804
"884","Ontario","ON","Induced","GDP",FALSE,"Other wood product manufacturing [BS321900]",14.8705418116533
"885","Ontario","ON","Indirect","Jobs",TRUE,"Other wood product manufacturing [BS3219]",245.314456117172
"886","Ontario","ON","Indirect","Jobs",FALSE,"Other wood product manufacturing [BS3219]",323.46593701958
"887","Ontario","ON","Induced","Jobs",TRUE,"Other wood product manufacturing [BS3219]",139.936553614327
"888","Ontario","ON","Induced","Jobs",FALSE,"Other wood product manufacturing [BS3219]",193.57362510254
"889","Ontario","ON","Indirect","Output",TRUE,"Pulp, paper and paperboard mills [BS322100]",82.3475143958134
"890","Ontario","ON","Indirect","Output",FALSE,"Pulp, paper and paperboard mills [BS322100]",110.791590092546
"891","Ontario","ON","Induced","Output",TRUE,"Pulp, paper and paperboard mills [BS322100]",30.7096155980558
"892","Ontario","ON","Induced","Output",FALSE,"Pulp, paper and paperboard mills [BS322100]",44.2624736066215
"893","Ontario","ON","Indirect","GDP",TRUE,"Pulp, paper and paperboard mills [BS322100]",25.1741699836586
"894","Ontario","ON","Indirect","GDP",FALSE,"Pulp, paper and paperboard mills [BS322100]",33.8697086635001
"895","Ontario","ON","Induced","GDP",TRUE,"Pulp, paper and paperboard mills [BS322100]",9.38812894196567
"896","Ontario","ON","Induced","GDP",FALSE,"Pulp, paper and paperboard mills [BS322100]",13.5313256586521
"897","Ontario","ON","Indirect","Jobs",TRUE,"Pulp, paper and paperboard mills [BS3221]",107.488518979079
"898","Ontario","ON","Indirect","Jobs",FALSE,"Pulp, paper and paperboard mills [BS3221]",144.616677525247
"899","Ontario","ON","Induced","Jobs",TRUE,"Pulp, paper and paperboard mills [BS3221]",40.085376265099
"900","Ontario","ON","Induced","Jobs",FALSE,"Pulp, paper and paperboard mills [BS3221]",57.7759725868325
"901","Ontario","ON","Indirect","Output",TRUE,"Converted paper product manufacturing [BS322200]",104.442096763275
"902","Ontario","ON","Indirect","Output",FALSE,"Converted paper product manufacturing [BS322200]",143.163055798311
"903","Ontario","ON","Induced","Output",TRUE,"Converted paper product manufacturing [BS322200]",67.4360625987398
"904","Ontario","ON","Induced","Output",FALSE,"Converted paper product manufacturing [BS322200]",93.3734061825373
"905","Ontario","ON","Indirect","GDP",TRUE,"Converted paper product manufacturing [BS322200]",34.8831438138168
"906","Ontario","ON","Indirect","GDP",FALSE,"Converted paper product manufacturing [BS322200]",47.8157526419365
"907","Ontario","ON","Induced","GDP",TRUE,"Converted paper product manufacturing [BS322200]",22.5233114115013
"908","Ontario","ON","Induced","GDP",FALSE,"Converted paper product manufacturing [BS322200]",31.1862558986531
"909","Ontario","ON","Indirect","Jobs",TRUE,"Converted paper product manufacturing [BS3222]",275.45107995421
"910","Ontario","ON","Indirect","Jobs",FALSE,"Converted paper product manufacturing [BS3222]",377.572066736369
"911","Ontario","ON","Induced","Jobs",TRUE,"Converted paper product manufacturing [BS3222]",177.8529620368
"912","Ontario","ON","Induced","Jobs",FALSE,"Converted paper product manufacturing [BS3222]",246.258992964098
"913","Prince Edward Island","PE","Indirect","Output",TRUE,"Forestry and logging [BS113000]",10.9209561217313
"914","Prince Edward Island","PE","Indirect","Output",FALSE,"Forestry and logging [BS113000]",16.0572919628229
"915","Prince Edward Island","PE","Induced","Output",TRUE,"Forestry and logging [BS113000]",4.42331085490775
"916","Prince Edward Island","PE","Induced","Output",FALSE,"Forestry and logging [BS113000]",6.47472183534668
"917","Prince Edward Island","PE","Indirect","GDP",TRUE,"Forestry and logging [BS113000]",3.75147347693061
"918","Prince Edward Island","PE","Indirect","GDP",FALSE,"Forestry and logging [BS113000]",5.51586365135139
"919","Prince Edward Island","PE","Induced","GDP",TRUE,"Forestry and logging [BS113000]",1.51945792725839
"920","Prince Edward Island","PE","Induced","GDP",FALSE,"Forestry and logging [BS113000]",2.22414108847787
"921","Prince Edward Island","PE","Indirect","Jobs",TRUE,"Forestry and logging [BS113]",59.3983300514014
"922","Prince Edward Island","PE","Indirect","Jobs",FALSE,"Forestry and logging [BS113]",87.3345078130637
"923","Prince Edward Island","PE","Induced","Jobs",TRUE,"Forestry and logging [BS113]",24.0580838482578
"924","Prince Edward Island","PE","Induced","Jobs",FALSE,"Forestry and logging [BS113]",35.2155672342329
"925","Prince Edward Island","PE","Indirect","Output",TRUE,"Support activities for forestry [BS115300]",1.25333212724943
"926","Prince Edward Island","PE","Indirect","Output",FALSE,"Support activities for forestry [BS115300]",2.01382044814821
"927","Prince Edward Island","PE","Induced","Output",TRUE,"Support activities for forestry [BS115300]",0.847568619609774
"928","Prince Edward Island","PE","Induced","Output",FALSE,"Support activities for forestry [BS115300]",1.19936969045257
"929","Prince Edward Island","PE","Indirect","GDP",TRUE,"Support activities for forestry [BS115300]",0.747956269487562
"930","Prince Edward Island","PE","Indirect","GDP",FALSE,"Support activities for forestry [BS115300]",1.2017960738949
"931","Prince Edward Island","PE","Induced","GDP",TRUE,"Support activities for forestry [BS115300]",0.505807079444543
"932","Prince Edward Island","PE","Induced","GDP",FALSE,"Support activities for forestry [BS115300]",0.715752879786212
"933","Prince Edward Island","PE","Indirect","Jobs",TRUE,"Support activities for forestry [BS1153]",33.3548066122831
"934","Prince Edward Island","PE","Indirect","Jobs",FALSE,"Support activities for forestry [BS1153]",53.5936087007186
"935","Prince Edward Island","PE","Induced","Jobs",TRUE,"Support activities for forestry [BS1153]",22.5562616509053
"936","Prince Edward Island","PE","Induced","Jobs",FALSE,"Support activities for forestry [BS1153]",31.9187095039797
"937","Prince Edward Island","PE","Indirect","Output",TRUE,"Sawmills and wood preservation [BS321100]",1.7548720008114
"938","Prince Edward Island","PE","Indirect","Output",FALSE,"Sawmills and wood preservation [BS321100]",2.30530594949075
"939","Prince Edward Island","PE","Induced","Output",TRUE,"Sawmills and wood preservation [BS321100]",0.896527955256575
"940","Prince Edward Island","PE","Induced","Output",FALSE,"Sawmills and wood preservation [BS321100]",1.24461912112718
"941","Prince Edward Island","PE","Indirect","GDP",TRUE,"Sawmills and wood preservation [BS321100]",0.811075294492666
"942","Prince Edward Island","PE","Indirect","GDP",FALSE,"Sawmills and wood preservation [BS321100]",1.0654775396806
"943","Prince Edward Island","PE","Induced","GDP",TRUE,"Sawmills and wood preservation [BS321100]",0.414361659992535
"944","Prince Edward Island","PE","Induced","GDP",FALSE,"Sawmills and wood preservation [BS321100]",0.575244131613403
"945","Prince Edward Island","PE","Indirect","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",25.0696000115915
"946","Prince Edward Island","PE","Indirect","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",32.9329421355822
"947","Prince Edward Island","PE","Induced","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",12.8075422179511
"948","Prince Edward Island","PE","Induced","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",17.7802731589597
"949","Prince Edward Island","PE","Indirect","Output",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",6.6298908896461
"950","Prince Edward Island","PE","Indirect","Output",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",9.12657769852442
"951","Prince Edward Island","PE","Induced","Output",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",3.8816547366749
"952","Prince Edward Island","PE","Induced","Output",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",5.41384085084285
"953","Prince Edward Island","PE","Indirect","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",1.96711048374115
"954","Prince Edward Island","PE","Indirect","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",2.70788569077098
"955","Prince Edward Island","PE","Induced","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",1.15169975703541
"956","Prince Edward Island","PE","Induced","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",1.60630442827205
"957","Prince Edward Island","PE","Indirect","Jobs",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",30.5994964137512
"958","Prince Edward Island","PE","Indirect","Jobs",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",42.1226663008819
"959","Prince Edward Island","PE","Induced","Jobs",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",17.9153295538842
"960","Prince Edward Island","PE","Induced","Jobs",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",24.9869577731208
"961","Prince Edward Island","PE","Indirect","Output",TRUE,"Other wood product manufacturing [BS321900]",6.60710651072148
"962","Prince Edward Island","PE","Indirect","Output",FALSE,"Other wood product manufacturing [BS321900]",8.71197699599851
"963","Prince Edward Island","PE","Induced","Output",TRUE,"Other wood product manufacturing [BS321900]",3.76894101190487
"964","Prince Edward Island","PE","Induced","Output",FALSE,"Other wood product manufacturing [BS321900]",5.21355968564716
"965","Prince Edward Island","PE","Indirect","GDP",TRUE,"Other wood product manufacturing [BS321900]",2.25117479451175
"966","Prince Edward Island","PE","Indirect","GDP",FALSE,"Other wood product manufacturing [BS321900]",2.96834673270863
"967","Prince Edward Island","PE","Induced","GDP",TRUE,"Other wood product manufacturing [BS321900]",1.28415441679861
"968","Prince Edward Island","PE","Induced","GDP",FALSE,"Other wood product manufacturing [BS321900]",1.77636521145319
"969","Prince Edward Island","PE","Indirect","Jobs",TRUE,"Other wood product manufacturing [BS3219]",69.5484895865419
"970","Prince Edward Island","PE","Indirect","Jobs",FALSE,"Other wood product manufacturing [BS3219]",91.7050210105106
"971","Prince Edward Island","PE","Induced","Jobs",TRUE,"Other wood product manufacturing [BS3219]",39.6730632832091
"972","Prince Edward Island","PE","Induced","Jobs",FALSE,"Other wood product manufacturing [BS3219]",54.8795756383911
"973","Prince Edward Island","PE","Indirect","Output",TRUE,"Pulp, paper and paperboard mills [BS322100]",0
"974","Prince Edward Island","PE","Indirect","Output",FALSE,"Pulp, paper and paperboard mills [BS322100]",0
"975","Prince Edward Island","PE","Induced","Output",TRUE,"Pulp, paper and paperboard mills [BS322100]",0
"976","Prince Edward Island","PE","Induced","Output",FALSE,"Pulp, paper and paperboard mills [BS322100]",0
"977","Prince Edward Island","PE","Indirect","GDP",TRUE,"Pulp, paper and paperboard mills [BS322100]",0
"978","Prince Edward Island","PE","Indirect","GDP",FALSE,"Pulp, paper and paperboard mills [BS322100]",0
"979","Prince Edward Island","PE","Induced","GDP",TRUE,"Pulp, paper and paperboard mills [BS322100]",0
"980","Prince Edward Island","PE","Induced","GDP",FALSE,"Pulp, paper and paperboard mills [BS322100]",0
"981","Prince Edward Island","PE","Indirect","Jobs",TRUE,"Pulp, paper and paperboard mills [BS3221]",0
"982","Prince Edward Island","PE","Indirect","Jobs",FALSE,"Pulp, paper and paperboard mills [BS3221]",0
"983","Prince Edward Island","PE","Induced","Jobs",TRUE,"Pulp, paper and paperboard mills [BS3221]",0
"984","Prince Edward Island","PE","Induced","Jobs",FALSE,"Pulp, paper and paperboard mills [BS3221]",0
"985","Prince Edward Island","PE","Indirect","Output",TRUE,"Converted paper product manufacturing [BS322200]",59.1536749724049
"986","Prince Edward Island","PE","Indirect","Output",FALSE,"Converted paper product manufacturing [BS322200]",81.0843628498215
"987","Prince Edward Island","PE","Induced","Output",TRUE,"Converted paper product manufacturing [BS322200]",38.1942823057847
"988","Prince Edward Island","PE","Induced","Output",FALSE,"Converted paper product manufacturing [BS322200]",52.8846154142929
"989","Prince Edward Island","PE","Indirect","GDP",TRUE,"Converted paper product manufacturing [BS322200]",20.2143853322966
"990","Prince Edward Island","PE","Indirect","GDP",FALSE,"Converted paper product manufacturing [BS322200]",27.7086851465217
"991","Prince Edward Island","PE","Induced","GDP",TRUE,"Converted paper product manufacturing [BS322200]",13.0520029462214
"992","Prince Edward Island","PE","Induced","GDP",FALSE,"Converted paper product manufacturing [BS322200]",18.0720808070425
"993","Prince Edward Island","PE","Indirect","Jobs",TRUE,"Converted paper product manufacturing [BS3222]",221.294323637774
"994","Prince Edward Island","PE","Indirect","Jobs",FALSE,"Converted paper product manufacturing [BS3222]",303.337184761922
"995","Prince Edward Island","PE","Induced","Jobs",TRUE,"Converted paper product manufacturing [BS3222]",142.88508488495
"996","Prince Edward Island","PE","Induced","Jobs",FALSE,"Converted paper product manufacturing [BS3222]",197.841726729729
"997","Quebec","QC","Indirect","Output",TRUE,"Forestry and logging [BS113000]",31.4120199474287
"998","Quebec","QC","Indirect","Output",FALSE,"Forestry and logging [BS113000]",46.1856974623499
"999","Quebec","QC","Induced","Output",TRUE,"Forestry and logging [BS113000]",12.7227989252294
"1000","Quebec","QC","Induced","Output",FALSE,"Forestry and logging [BS113000]",18.6232862012195
"1001","Quebec","QC","Indirect","GDP",TRUE,"Forestry and logging [BS113000]",10.6388475380607
"1002","Quebec","QC","Indirect","GDP",FALSE,"Forestry and logging [BS113000]",15.6425022829886
"1003","Quebec","QC","Induced","GDP",TRUE,"Forestry and logging [BS113000]",4.30904851867056
"1004","Quebec","QC","Induced","GDP",FALSE,"Forestry and logging [BS113000]",6.30746774273145
"1005","Quebec","QC","Indirect","Jobs",TRUE,"Forestry and logging [BS113]",107.41404376023
"1006","Quebec","QC","Indirect","Jobs",FALSE,"Forestry and logging [BS113]",157.932935755814
"1007","Quebec","QC","Induced","Jobs",TRUE,"Forestry and logging [BS113]",43.5058707715821
"1008","Quebec","QC","Induced","Jobs",FALSE,"Forestry and logging [BS113]",63.6827075216734
"1009","Quebec","QC","Indirect","Output",TRUE,"Support activities for forestry [BS115300]",8.86368905053276
"1010","Quebec","QC","Indirect","Output",FALSE,"Support activities for forestry [BS115300]",14.2419378454487
"1011","Quebec","QC","Induced","Output",TRUE,"Support activities for forestry [BS115300]",5.99408929993481
"1012","Quebec","QC","Induced","Output",FALSE,"Support activities for forestry [BS115300]",8.48206134804495
"1013","Quebec","QC","Indirect","GDP",TRUE,"Support activities for forestry [BS115300]",4.28898875997162
"1014","Quebec","QC","Indirect","GDP",FALSE,"Support activities for forestry [BS115300]",6.89143211038887
"1015","Quebec","QC","Induced","GDP",TRUE,"Support activities for forestry [BS115300]",2.90043812312451
"1016","Quebec","QC","Induced","GDP",FALSE,"Support activities for forestry [BS115300]",4.10432558901284
"1017","Quebec","QC","Indirect","Jobs",TRUE,"Support activities for forestry [BS1153]",53.1771606015035
"1018","Quebec","QC","Indirect","Jobs",FALSE,"Support activities for forestry [BS1153]",85.4436354622044
"1019","Quebec","QC","Induced","Jobs",TRUE,"Support activities for forestry [BS1153]",35.9611723228522
"1020","Quebec","QC","Induced","Jobs",FALSE,"Support activities for forestry [BS1153]",50.8876085301843
"1021","Quebec","QC","Indirect","Output",TRUE,"Sawmills and wood preservation [BS321100]",41.3636798576428
"1022","Quebec","QC","Indirect","Output",FALSE,"Sawmills and wood preservation [BS321100]",54.3378304654498
"1023","Quebec","QC","Induced","Output",TRUE,"Sawmills and wood preservation [BS321100]",21.1318519570166
"1024","Quebec","QC","Induced","Output",FALSE,"Sawmills and wood preservation [BS321100]",29.3366278835161
"1025","Quebec","QC","Indirect","GDP",TRUE,"Sawmills and wood preservation [BS321100]",12.0673378248953
"1026","Quebec","QC","Indirect","GDP",FALSE,"Sawmills and wood preservation [BS321100]",15.8523844869502
"1027","Quebec","QC","Induced","GDP",TRUE,"Sawmills and wood preservation [BS321100]",6.16495431036649
"1028","Quebec","QC","Induced","GDP",FALSE,"Sawmills and wood preservation [BS321100]",8.5585953796183
"1029","Quebec","QC","Indirect","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",103.880375305847
"1030","Quebec","QC","Indirect","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",136.463540997391
"1031","Quebec","QC","Induced","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",53.0703438320143
"1032","Quebec","QC","Induced","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",73.6757446444775
"1033","Quebec","QC","Indirect","Output",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",19.3204560554264
"1034","Quebec","QC","Indirect","Output",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",26.5961606753061
"1035","Quebec","QC","Induced","Output",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",11.3117004503627
"1036","Quebec","QC","Induced","Output",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",15.7767112597784
"1037","Quebec","QC","Indirect","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",6.68579717195739
"1038","Quebec","QC","Indirect","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",9.20353718968987
"1039","Quebec","QC","Induced","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",3.91438663063147
"1040","Quebec","QC","Induced","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",5.4594928412049
"1041","Quebec","QC","Indirect","Jobs",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",52.0137014852441
"1042","Quebec","QC","Indirect","Jobs",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",71.6010407854954
"1043","Quebec","QC","Induced","Jobs",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",30.4528738259476
"1044","Quebec","QC","Induced","Jobs",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",42.4733840407728
"1045","Quebec","QC","Indirect","Output",TRUE,"Other wood product manufacturing [BS321900]",40.5449533166885
"1046","Quebec","QC","Indirect","Output",FALSE,"Other wood product manufacturing [BS321900]",53.4616325657283
"1047","Quebec","QC","Induced","Output",TRUE,"Other wood product manufacturing [BS321900]",23.1283599156552
"1048","Quebec","QC","Induced","Output",FALSE,"Other wood product manufacturing [BS321900]",31.9933595326966
"1049","Quebec","QC","Indirect","GDP",TRUE,"Other wood product manufacturing [BS321900]",13.2458005124898
"1050","Quebec","QC","Indirect","GDP",FALSE,"Other wood product manufacturing [BS321900]",17.4656045231205
"1051","Quebec","QC","Induced","GDP",TRUE,"Other wood product manufacturing [BS321900]",7.55590071175979
"1052","Quebec","QC","Induced","GDP",FALSE,"Other wood product manufacturing [BS321900]",10.4520445438529
"1053","Quebec","QC","Indirect","Jobs",TRUE,"Other wood product manufacturing [BS3219]",177.096005114388
"1054","Quebec","QC","Indirect","Jobs",FALSE,"Other wood product manufacturing [BS3219]",233.514673955408
"1055","Quebec","QC","Induced","Jobs",TRUE,"Other wood product manufacturing [BS3219]",101.022194153677
"1056","Quebec","QC","Induced","Jobs",FALSE,"Other wood product manufacturing [BS3219]",139.74356115726
"1057","Quebec","QC","Indirect","Output",TRUE,"Pulp, paper and paperboard mills [BS322100]",89.8051228034405
"1058","Quebec","QC","Indirect","Output",FALSE,"Pulp, paper and paperboard mills [BS322100]",120.825169124417
"1059","Quebec","QC","Induced","Output",TRUE,"Pulp, paper and paperboard mills [BS322100]",33.4907594997192
